# Witherden, F. D.; Vincent, P. E. On the identification of symmetric quadrature rules for finite element methods. Comput. Math. Appl. 69 (2015), no. 10, 1232-1241
2 11
3.33333333333333333333333333333333333e-01 3.33333333333333333333333333333333333e-01 4.28805898661121085690995626826634972e-02
2.84854176143719094798163668050904907e-02 9.43029164771256181040367266389819019e-01 5.21593525644734793651424604933115843e-03
9.43029164771256181040367266389819019e-01 2.84854176143719094798163668050904907e-02 5.21593525644734793651424604933115843e-03
2.84854176143719094798163668050904907e-02 2.84854176143719094798163668050904907e-02 5.21593525644734793651424604933115843e-03
2.10219956703178257008062268345792610e-01 5.79560086593643485983875463308414780e-01 3.52578420558582891710369295864641849e-02
5.79560086593643485983875463308414780e-01 2.10219956703178257008062268345792610e-01 3.52578420558582891710369295864641849e-02
2.10219956703178257008062268345792610e-01 2.10219956703178257008062268345792610e-01 3.52578420558582891710369295864641849e-02
1.02635482712246430449115069884944162e-01 7.94729034575507139101769860230111676e-01 1.93153796185096612383169022947005746e-02
7.94729034575507139101769860230111676e-01 1.02635482712246430449115069884944162e-01 1.93153796185096612383169022947005746e-02
1.02635482712246430449115069884944162e-01 1.02635482712246430449115069884944162e-01 1.93153796185096612383169022947005746e-02
4.95891900965890913064940119003615993e-01 8.21619806821817387011976199276801473e-03 8.30313652729268478818791963752803043e-03
8.21619806821817387011976199276801473e-03 4.95891900965890913064940119003615993e-01 8.30313652729268478818791963752803043e-03
4.95891900965890913064940119003615993e-01 4.95891900965890913064940119003615993e-01 8.30313652729268478818791963752803043e-03
4.38465926764352191023335862842519454e-01 1.23068146471295617953328274314961092e-01 3.36580770397341505989186028116438929e-02
1.23068146471295617953328274314961092e-01 4.38465926764352191023335862842519454e-01 3.36580770397341505989186028116438929e-02
4.38465926764352191023335862842519454e-01 4.38465926764352191023335862842519454e-01 3.36580770397341505989186028116438929e-02
1.49324788652082386195725787877173523e-01 8.43349783661853162198991436398824931e-01 5.14514478647663874654031374198976486e-03
8.43349783661853162198991436398824931e-01 1.49324788652082386195725787877173523e-01 5.14514478647663874654031374198976486e-03
7.32542768606445160528277572400154684e-03 8.43349783661853162198991436398824931e-01 5.14514478647663874654031374198976486e-03
8.43349783661853162198991436398824931e-01 7.32542768606445160528277572400154684e-03 5.14514478647663874654031374198976486e-03
7.32542768606445160528277572400154684e-03 1.49324788652082386195725787877173523e-01 5.14514478647663874654031374198976486e-03
1.49324788652082386195725787877173523e-01 7.32542768606445160528277572400154684e-03 5.14514478647663874654031374198976486e-03
4.60105001654299558899597762948672551e-02 6.64408374196864197403547676332515786e-01 2.01662383202502762921224589543990650e-02
6.64408374196864197403547676332515786e-01 4.60105001654299558899597762948672551e-02 2.01662383202502762921224589543990650e-02
2.89581125637705846706492547372616959e-01 6.64408374196864197403547676332515786e-01 2.01662383202502762921224589543990650e-02
6.64408374196864197403547676332515786e-01 2.89581125637705846706492547372616959e-01 2.01662383202502762921224589543990650e-02
2.89581125637705846706492547372616959e-01 4.60105001654299558899597762948672551e-02 2.01662383202502762921224589543990650e-02
4.60105001654299558899597762948672551e-02 2.89581125637705846706492547372616959e-01 2.01662383202502762921224589543990650e-02
