2 8
3.33333333333333333333333333333333333e-01 3.33333333333333333333333333333333333e-01 7.21578038388935841255455552445323124e-02
4.59292588292723156028815514494169322e-01 8.14148234145536879423689710116613559e-02 4.75458171336423123969480521942921583e-02
8.14148234145536879423689710116613559e-02 4.59292588292723156028815514494169322e-01 4.75458171336423123969480521942921583e-02
4.59292588292723156028815514494169322e-01 4.59292588292723156028815514494169322e-01 4.75458171336423123969480521942921583e-02
1.70569307751760206622293501491464501e-01 6.58861384496479586755412997017070998e-01 5.16086852673591251408957751460645150e-02
6.58861384496479586755412997017070998e-01 1.70569307751760206622293501491464501e-01 5.16086852673591251408957751460645150e-02
1.70569307751760206622293501491464501e-01 1.70569307751760206622293501491464501e-01 5.16086852673591251408957751460645150e-02
5.05472283170309754584235505965989468e-02 8.98905543365938049083152898806802106e-01 1.62292488115990401554629641708902984e-02
8.98905543365938049083152898806802106e-01 5.05472283170309754584235505965989468e-02 1.62292488115990401554629641708902984e-02
5.05472283170309754584235505965989468e-02 5.05472283170309754584235505965989468e-02 1.62292488115990401554629641708902984e-02
8.39477740995760533721383453929444919e-03 7.28492392955404281241000379176061963e-01 1.36151570872174971324223450369544621e-02
7.28492392955404281241000379176061963e-01 8.39477740995760533721383453929444919e-03 1.36151570872174971324223450369544621e-02
2.63112829634638113421785786284643588e-01 7.28492392955404281241000379176061963e-01 1.36151570872174971324223450369544621e-02
7.28492392955404281241000379176061963e-01 2.63112829634638113421785786284643588e-01 1.36151570872174971324223450369544621e-02
2.63112829634638113421785786284643588e-01 8.39477740995760533721383453929444919e-03 1.36151570872174971324223450369544621e-02
8.39477740995760533721383453929444919e-03 2.63112829634638113421785786284643588e-01 1.36151570872174971324223450369544621e-02
